timestamp,oxygen,temperature,humidity,is_anomaly,source,occupancy_count,ac_status
2026-06-01 08:00:00,20.9,24.892,49.531,0,synthetic,0,0
2026-06-01 08:05:00,20.9044,24.733,51.256,0,synthetic,0,0
2026-06-01 08:10:00,20.9187,24.93,51.44,0,synthetic,0,0
2026-06-01 08:15:00,20.8966,25.149,52.079,0,synthetic,0,0
2026-06-01 08:20:00,20.8962,24.709,52.871,0,synthetic,1,0
2026-06-01 08:25:00,20.9036,24.709,49.756,0,synthetic,1,0
2026-06-01 08:30:00,20.9203,25.163,49.729,0,synthetic,0,0
2026-06-01 08:35:00,20.9247,24.96,49.315,0,synthetic,0,0
2026-06-01 08:40:00,20.9273,24.65,50.729,0,synthetic,0,0
2026-06-01 08:45:00,20.9334,24.903,51.418,0,synthetic,1,0
2026-06-01 08:50:00,21.0,24.652,52.194,0,synthetic,0,0
2026-06-01 08:55:00,20.9974,24.651,50.918,0,synthetic,0,0
2026-06-01 09:00:00,20.997,25.226,50.383,0,synthetic,4,1
2026-06-01 09:05:00,20.9922,24.687,51.272,0,synthetic,5,1
2026-06-01 09:10:00,20.9914,24.734,50.06,0,synthetic,1,1
2026-06-01 09:15:00,20.988,25.024,53.395,0,synthetic,3,1
2026-06-01 09:20:00,21.0,24.912,49.026,0,synthetic,3,1
2026-06-01 09:25:00,21.0,25.244,50.978,0,synthetic,4,1
2026-06-01 09:30:00,20.9919,24.938,53.368,0,synthetic,5,1
2026-06-01 09:35:00,20.9834,24.812,51.023,0,synthetic,4,1
2026-06-01 09:40:00,21.0,25.531,50.355,0,synthetic,2,1
2026-06-01 09:45:00,20.992,25.109,50.408,0,synthetic,2,1
2026-06-01 09:50:00,20.9876,25.182,50.577,0,synthetic,3,0
2026-06-01 09:55:00,20.988,24.809,52.664,0,synthetic,4,1
2026-06-01 10:00:00,21.0,25.279,48.38,0,synthetic,4,1
2026-06-01 10:05:00,21.0,25.443,52.777,0,synthetic,1,1
2026-06-01 10:10:00,20.9905,25.127,49.417,0,synthetic,2,1
2026-06-01 10:15:00,21.0,25.509,50.577,0,synthetic,5,1
2026-06-01 10:20:00,21.5,25.265,50.528,1,synthetic,5,1
2026-06-01 10:25:00,21.0,25.342,51.703,0,synthetic,2,0
2026-06-01 10:30:00,21.0,25.264,49.126,0,synthetic,5,1
2026-06-01 10:35:00,20.9921,25.878,51.23,0,synthetic,4,1
2026-06-01 10:40:00,21.0,25.411,53.384,0,synthetic,3,1
2026-06-01 10:45:00,21.0,25.15,49.476,0,synthetic,4,1
2026-06-01 10:50:00,21.0,25.62,51.057,0,synthetic,5,1
2026-06-01 10:55:00,21.0,25.11,50.342,0,synthetic,2,1
2026-06-01 11:00:00,21.0,25.552,51.858,0,synthetic,5,1
2026-06-01 11:05:00,21.0,25.01,51.696,0,synthetic,2,1
2026-06-01 11:10:00,21.0,25.168,50.808,0,synthetic,1,1
2026-06-01 11:15:00,21.0,25.549,51.935,0,synthetic,4,1
2026-06-01 11:20:00,21.0,25.685,53.433,0,synthetic,6,1
2026-06-01 11:25:00,21.0,25.543,51.124,0,synthetic,2,1
2026-06-01 11:30:00,21.0,25.471,52.26,0,synthetic,3,1
2026-06-01 11:35:00,21.0,25.425,49.872,0,synthetic,4,1
2026-06-01 11:40:00,21.0,25.13,50.453,0,synthetic,3,1
2026-06-01 11:45:00,21.0,25.32,52.054,0,synthetic,1,1
2026-06-01 11:50:00,21.0,25.385,53.229,0,synthetic,2,1
2026-06-01 11:55:00,21.0,25.764,51.647,0,synthetic,1,1
2026-06-01 12:00:00,20.9968,25.501,51.624,0,synthetic,2,1
2026-06-01 12:05:00,20.9969,24.974,52.315,0,synthetic,1,1
2026-06-01 12:10:00,21.0,25.496,50.502,0,synthetic,0,1
2026-06-01 12:15:00,21.0,25.319,52.834,0,synthetic,3,1
2026-06-01 12:20:00,21.0,25.246,53.211,0,synthetic,1,1
2026-06-01 12:25:00,21.0,25.568,51.417,0,synthetic,1,1
2026-06-01 12:30:00,20.9883,25.673,51.332,0,synthetic,0,0
2026-06-01 12:35:00,21.0,25.648,52.23,0,synthetic,4,1
2026-06-01 12:40:00,21.0,25.205,51.653,0,synthetic,0,1
2026-06-01 12:45:00,20.9972,25.338,52.018,0,synthetic,4,1
2026-06-01 12:50:00,21.0,25.498,54.521,0,synthetic,1,1
2026-06-01 12:55:00,21.0,25.659,51.608,0,synthetic,2,1
2026-06-01 13:00:00,20.999,25.045,52.566,0,synthetic,1,1
2026-06-01 13:05:00,20.9923,25.119,52.175,0,synthetic,1,1
2026-06-01 13:10:00,21.0,24.888,53.983,0,synthetic,1,1
2026-06-01 13:15:00,20.9846,24.866,52.886,0,synthetic,1,1
2026-06-01 13:20:00,21.0,25.368,52.023,0,synthetic,1,1
2026-06-01 13:25:00,21.0,25.504,54.307,0,synthetic,1,1
2026-06-01 13:30:00,21.0,25.147,54.639,0,synthetic,0,1
2026-06-01 13:35:00,20.9959,25.416,52.053,0,synthetic,3,1
2026-06-01 13:40:00,20.9939,25.255,50.63,0,synthetic,1,1
2026-06-01 13:45:00,20.7,25.004,54.23,1,synthetic,0,1
2026-06-01 13:50:00,20.7,25.255,52.049,1,synthetic,3,1
2026-06-01 13:55:00,20.6967,25.55,53.643,1,synthetic,1,1
2026-06-01 14:00:00,20.7,24.759,51.581,1,synthetic,3,1
2026-06-01 14:05:00,21.0,25.159,54.776,0,synthetic,5,1
2026-06-01 14:10:00,21.0,24.113,52.879,0,synthetic,6,1
2026-06-01 14:15:00,20.9769,24.973,54.693,0,synthetic,2,1
2026-06-01 14:20:00,20.9745,24.79,53.943,0,synthetic,1,1
2026-06-01 14:25:00,20.9899,24.693,52.839,0,synthetic,3,1
2026-06-01 14:30:00,20.9977,24.791,53.437,0,synthetic,2,1
2026-06-01 14:35:00,20.9913,24.271,55.061,0,synthetic,1,1
2026-06-01 14:40:00,20.9844,24.713,54.099,0,synthetic,7,1
2026-06-01 14:45:00,20.994,24.857,54.587,0,synthetic,1,1
2026-06-01 14:50:00,20.9864,25.137,56.089,0,synthetic,6,1
2026-06-01 14:55:00,20.9786,24.638,52.14,0,synthetic,6,1
2026-06-01 15:00:00,20.9726,24.048,57.088,0,synthetic,6,1
2026-06-01 15:05:00,20.9956,24.125,55.227,0,synthetic,6,1
2026-06-01 15:10:00,21.0,24.479,53.811,0,synthetic,1,1
2026-06-01 15:15:00,21.0,24.332,53.381,0,synthetic,5,1
2026-06-01 15:20:00,21.0,24.118,54.879,0,synthetic,3,1
2026-06-01 15:25:00,20.9997,24.378,56.055,0,synthetic,4,1
2026-06-01 15:30:00,21.0,24.274,54.859,0,synthetic,0,1
2026-06-01 15:35:00,21.0,24.492,56.695,0,synthetic,5,1
2026-06-01 15:40:00,21.0,24.074,53.39,0,synthetic,7,1
2026-06-01 15:45:00,20.99,24.168,55.061,0,synthetic,2,1
2026-06-01 15:50:00,20.9906,24.152,53.582,0,synthetic,3,1
2026-06-01 15:55:00,20.989,23.884,55.682,0,synthetic,4,0
2026-06-01 16:00:00,21.0,23.721,57.132,0,synthetic,3,1
2026-06-01 16:05:00,20.982,23.712,55.568,0,synthetic,1,1
2026-06-01 16:10:00,20.9812,23.648,52.986,0,synthetic,7,1
2026-06-01 16:15:00,20.9846,23.588,56.386,0,synthetic,2,1
2026-06-01 16:20:00,20.9847,23.293,56.848,0,synthetic,6,1
2026-06-01 16:25:00,21.0,23.542,56.66,0,synthetic,6,1
2026-06-01 16:30:00,21.0,23.561,57.646,0,synthetic,1,1
2026-06-01 16:35:00,21.0,23.446,54.947,0,synthetic,4,1
2026-06-01 16:40:00,20.9976,23.607,56.952,0,synthetic,5,1
2026-06-01 16:45:00,21.0,23.748,57.482,0,synthetic,2,1
2026-06-01 16:50:00,20.9942,24.119,53.695,0,synthetic,0,1
2026-06-01 16:55:00,20.9876,23.691,56.469,0,synthetic,3,1
2026-06-01 17:00:00,21.0,23.064,56.478,0,synthetic,4,1
2026-06-01 17:05:00,21.0,22.981,57.035,0,synthetic,3,1
2026-06-01 17:10:00,20.9908,22.52,57.826,0,synthetic,6,1
2026-06-01 17:15:00,20.9947,22.993,56.541,0,synthetic,3,1
2026-06-01 17:20:00,20.9796,23.015,56.301,0,synthetic,8,1
2026-06-01 17:25:00,20.989,23.616,56.793,0,synthetic,3,1
2026-06-01 17:30:00,20.9804,22.952,55.845,0,synthetic,6,1
2026-06-01 17:35:00,20.9846,23.075,55.773,0,synthetic,2,1
2026-06-01 17:40:00,21.0,22.991,57.942,0,synthetic,3,1
2026-06-01 17:45:00,20.9897,22.708,55.918,0,synthetic,5,1
2026-06-01 17:50:00,20.9965,23.286,57.749,0,synthetic,4,1
2026-06-01 17:55:00,20.9987,23.188,57.564,0,synthetic,3,1
2026-06-01 18:00:00,20.9874,22.551,55.797,0,synthetic,5,1
2026-06-01 18:05:00,20.9805,22.126,57.31,0,synthetic,4,1
2026-06-01 18:10:00,20.9875,22.704,59.209,0,synthetic,3,1
2026-06-01 18:15:00,20.9866,22.002,57.019,0,synthetic,2,1
2026-06-01 18:20:00,21.0,22.5,57.341,0,synthetic,4,1
2026-06-01 18:25:00,21.0,22.901,58.212,0,synthetic,3,1
2026-06-01 18:30:00,20.9894,22.105,59.075,0,synthetic,2,1
2026-06-01 18:35:00,21.0,22.211,57.769,0,synthetic,5,1
2026-06-01 18:40:00,21.0,22.378,57.254,0,synthetic,6,1
2026-06-01 18:45:00,21.0,22.227,59.769,0,synthetic,6,1
2026-06-01 18:50:00,21.0,21.965,60.306,0,synthetic,2,1
2026-06-01 18:55:00,21.0,22.37,59.151,0,synthetic,3,1
2026-06-01 19:00:00,21.0,21.484,58.91,0,synthetic,1,1
2026-06-01 19:05:00,21.0,21.868,57.607,0,synthetic,0,1
2026-06-01 19:10:00,20.9833,21.52,57.789,0,synthetic,0,1
2026-06-01 19:15:00,20.9658,22.137,59.042,0,synthetic,0,1
2026-06-01 19:20:00,21.3816,21.554,59.267,1,synthetic,1,1
2026-06-01 19:25:00,20.9744,21.669,60.378,0,synthetic,1,1
2026-06-01 19:30:00,20.9898,21.953,59.306,0,synthetic,0,1
2026-06-01 19:35:00,20.9867,21.442,57.029,0,synthetic,0,1
2026-06-01 19:40:00,20.985,21.807,59.876,0,synthetic,0,1
2026-06-01 19:45:00,20.9831,22.077,57.254,0,synthetic,0,1
2026-06-01 19:50:00,20.9829,21.348,58.428,0,synthetic,0,1
2026-06-01 19:55:00,20.9858,21.796,58.92,0,synthetic,0,1
2026-06-01 20:00:00,20.9774,21.297,61.416,0,synthetic,1,0
2026-06-01 20:05:00,20.9707,21.428,62.675,0,synthetic,0,0
2026-06-01 20:10:00,20.9723,20.923,59.974,0,synthetic,0,0
2026-06-01 20:15:00,20.9546,20.902,59.039,0,synthetic,0,0
2026-06-01 20:20:00,20.9742,21.363,59.624,0,synthetic,1,0
2026-06-01 20:25:00,20.9973,21.306,60.081,0,synthetic,0,0
2026-06-01 20:30:00,21.0,21.295,58.638,0,synthetic,1,0
2026-06-01 20:35:00,21.0,21.319,61.163,0,synthetic,0,0
2026-06-01 20:40:00,20.9866,21.062,59.439,0,synthetic,0,0
2026-06-01 20:45:00,20.9769,21.29,59.623,0,synthetic,0,0
2026-06-01 20:50:00,20.9471,21.306,59.816,0,synthetic,1,0
2026-06-01 20:55:00,20.9448,21.054,59.674,0,synthetic,1,0
2026-06-01 21:00:00,20.9431,21.301,59.924,0,synthetic,0,0
2026-06-01 21:05:00,20.9436,20.953,58.385,0,synthetic,1,0
2026-06-01 21:10:00,20.9209,20.537,58.706,0,synthetic,0,0
2026-06-01 21:15:00,21.0,20.999,57.778,0,synthetic,0,0
2026-06-01 21:20:00,20.9885,20.591,59.87,0,synthetic,0,0
2026-06-01 21:25:00,20.9923,21.032,60.013,0,synthetic,0,0
2026-06-01 21:30:00,20.9882,21.125,59.572,0,synthetic,1,0
2026-06-01 21:35:00,20.9762,20.63,61.329,0,synthetic,0,0
2026-06-01 21:40:00,20.6959,21.076,59.046,1,synthetic,0,0
2026-06-01 21:45:00,20.6894,20.938,59.937,1,synthetic,0,0
2026-06-01 21:50:00,20.6884,21.04,57.763,1,synthetic,1,0
2026-06-01 21:55:00,20.677,21.309,58.448,1,synthetic,0,0
2026-06-01 22:00:00,20.96,20.524,59.918,0,synthetic,0,0
2026-06-01 22:05:00,20.9648,20.397,60.179,0,synthetic,0,0
2026-06-01 22:10:00,20.9421,20.363,58.828,0,synthetic,0,0
2026-06-01 22:15:00,20.9443,20.381,59.083,0,synthetic,1,0
2026-06-01 22:20:00,20.9087,20.566,57.237,0,synthetic,0,0
2026-06-01 22:25:00,20.6096,20.67,58.567,1,synthetic,0,0
2026-06-01 22:30:00,20.5938,20.654,60.074,1,synthetic,0,0
2026-06-01 22:35:00,20.5804,20.792,59.613,1,synthetic,1,0
2026-06-01 22:40:00,20.5737,20.588,59.646,1,synthetic,1,0
2026-06-01 22:45:00,20.8566,20.949,58.889,0,synthetic,0,0
2026-06-01 22:50:00,20.8313,20.519,59.095,0,synthetic,0,0
2026-06-01 22:55:00,20.8268,21.265,57.847,0,synthetic,0,0
2026-06-01 23:00:00,20.8326,20.656,59.366,0,synthetic,0,0
2026-06-01 23:05:00,20.8318,20.286,59.255,0,synthetic,1,0
2026-06-01 23:10:00,20.8415,20.232,59.372,0,synthetic,0,0
2026-06-01 23:15:00,20.8177,20.621,57.918,0,synthetic,2,0
2026-06-01 23:20:00,20.8102,20.444,56.071,0,synthetic,1,0
2026-06-01 23:25:00,20.8073,20.679,59.831,0,synthetic,0,0
2026-06-01 23:30:00,20.7941,20.618,57.976,0,synthetic,1,0
2026-06-01 23:35:00,20.792,20.482,57.597,0,synthetic,0,0
2026-06-01 23:40:00,20.801,20.288,59.581,0,synthetic,0,0
2026-06-01 23:45:00,20.8034,20.121,58.378,0,synthetic,1,0
2026-06-01 23:50:00,20.8144,20.388,59.96,0,synthetic,0,0
2026-06-01 23:55:00,20.8147,20.714,59.233,0,synthetic,0,0
2026-06-02 00:00:00,20.8103,20.639,58.737,0,synthetic,0,0
2026-06-02 00:05:00,20.8255,20.274,56.497,0,synthetic,0,0
2026-06-02 00:10:00,20.8237,20.628,59.377,0,synthetic,0,0
2026-06-02 00:15:00,20.8419,20.682,58.205,0,synthetic,1,0
2026-06-02 00:20:00,20.8497,20.364,57.638,0,synthetic,0,0
2026-06-02 00:25:00,20.5388,20.624,58.098,1,synthetic,0,0
2026-06-02 00:30:00,20.5338,20.6,55.809,1,synthetic,0,0
2026-06-02 00:35:00,20.5484,20.299,58.611,1,synthetic,1,0
2026-06-02 00:40:00,20.5592,20.675,56.66,1,synthetic,0,0
2026-06-02 00:45:00,20.8655,20.725,56.242,0,synthetic,0,0
2026-06-02 00:50:00,20.8706,20.856,55.96,0,synthetic,0,0
2026-06-02 00:55:00,20.8523,20.849,59.126,0,synthetic,0,0
2026-06-02 01:00:00,20.8365,20.491,56.527,0,synthetic,0,0
2026-06-02 01:05:00,20.8361,20.6,59.057,0,synthetic,0,0
2026-06-02 01:10:00,20.8592,20.964,56.355,0,synthetic,0,0
2026-06-02 01:15:00,20.5471,20.963,54.95,1,synthetic,0,0
2026-06-02 01:20:00,20.5418,20.964,55.658,1,synthetic,0,0
2026-06-02 01:25:00,20.5359,21.798,57.981,1,synthetic,1,0
2026-06-02 01:30:00,20.7,20.978,56.803,1,synthetic,0,0
2026-06-02 01:35:00,21.0,21.119,56.247,0,synthetic,0,0
2026-06-02 01:40:00,21.0,21.073,57.124,0,synthetic,0,0
2026-06-02 01:45:00,20.999,20.998,57.58,0,synthetic,1,0
2026-06-02 01:50:00,21.0,20.756,58.464,0,synthetic,0,0
2026-06-02 01:55:00,20.968,21.025,58.7,0,synthetic,0,0
2026-06-02 02:00:00,20.9658,21.039,55.745,0,synthetic,0,0
2026-06-02 02:05:00,20.9772,21.173,54.505,0,synthetic,1,0
2026-06-02 02:10:00,20.9754,21.111,55.637,0,synthetic,0,0
2026-06-02 02:15:00,20.972,21.253,56.361,0,synthetic,0,0
2026-06-02 02:20:00,20.979,21.811,54.557,0,synthetic,1,0
2026-06-02 02:25:00,21.0,20.765,55.192,0,synthetic,1,0
2026-06-02 02:30:00,21.0,21.404,56.37,0,synthetic,1,0
2026-06-02 02:35:00,20.9993,20.829,56.244,0,synthetic,0,0
2026-06-02 02:40:00,21.0,21.114,56.171,0,synthetic,0,0
2026-06-02 02:45:00,20.7,21.504,54.987,1,synthetic,1,0
2026-06-02 02:50:00,20.7,21.248,55.775,1,synthetic,0,0
2026-06-02 02:55:00,20.686,20.963,55.113,1,synthetic,0,0
2026-06-02 03:00:00,20.6725,21.571,56.149,1,synthetic,0,0
2026-06-02 03:05:00,21.0,21.92,56.114,0,synthetic,0,0
2026-06-02 03:10:00,20.9857,21.567,52.868,0,synthetic,2,0
2026-06-02 03:15:00,20.9986,21.804,53.826,0,synthetic,1,0
2026-06-02 03:20:00,20.9955,21.761,53.171,0,synthetic,0,0
2026-06-02 03:25:00,21.0,21.587,54.291,0,synthetic,0,0
2026-06-02 03:30:00,20.9916,22.286,54.552,0,synthetic,0,0
2026-06-02 03:35:00,20.9851,21.908,53.139,0,synthetic,1,0
2026-06-02 03:40:00,20.9897,21.244,54.171,0,synthetic,0,0
2026-06-02 03:45:00,21.0,21.797,53.741,0,synthetic,0,0
2026-06-02 03:50:00,20.9923,21.585,55.322,0,synthetic,0,0
2026-06-02 03:55:00,21.0,21.963,54.929,0,synthetic,0,0
2026-06-02 04:00:00,20.9995,22.155,53.141,0,synthetic,2,0
2026-06-02 04:05:00,21.0,22.324,54.118,0,synthetic,0,0
2026-06-02 04:10:00,20.9906,22.479,53.156,0,synthetic,0,0
2026-06-02 04:15:00,20.9987,22.569,53.432,0,synthetic,0,0
2026-06-02 04:20:00,20.9944,22.053,56.076,0,synthetic,0,0
2026-06-02 04:25:00,21.0,22.269,55.547,0,synthetic,0,0
2026-06-02 04:30:00,21.0,22.234,52.4,0,synthetic,1,0
2026-06-02 04:35:00,21.0,22.19,54.982,0,synthetic,0,0
2026-06-02 04:40:00,21.0,22.794,54.597,0,synthetic,0,0
2026-06-02 04:45:00,21.0,22.454,52.45,0,synthetic,0,0
2026-06-02 04:50:00,20.9836,22.038,55.06,0,synthetic,0,0
2026-06-02 04:55:00,20.9951,22.582,55.596,0,synthetic,1,0
2026-06-02 05:00:00,21.0,23.531,51.213,0,synthetic,1,0
2026-06-02 05:05:00,21.0,23.258,51.623,0,synthetic,0,0
2026-06-02 05:10:00,21.0,22.62,54.328,0,synthetic,0,0
2026-06-02 05:15:00,21.0,22.879,53.277,0,synthetic,1,0
2026-06-02 05:20:00,21.0,23.317,53.35,0,synthetic,0,0
2026-06-02 05:25:00,20.9931,22.823,53.394,0,synthetic,0,0
2026-06-02 05:30:00,20.9845,23.111,53.281,0,synthetic,0,0
2026-06-02 05:35:00,20.9749,23.194,51.171,0,synthetic,0,0
2026-06-02 05:40:00,20.9727,22.768,54.275,0,synthetic,1,0
2026-06-02 05:45:00,20.4549,22.985,54.291,1,synthetic,0,0
2026-06-02 05:50:00,20.9631,22.19,53.09,0,synthetic,0,0
2026-06-02 05:55:00,20.9861,22.744,52.98,0,synthetic,0,0
2026-06-02 06:00:00,20.9759,23.584,50.214,0,synthetic,0,0
2026-06-02 06:05:00,20.9993,23.335,52.818,0,synthetic,0,0
2026-06-02 06:10:00,20.9893,24.055,52.455,0,synthetic,1,0
2026-06-02 06:15:00,20.9903,23.29,52.154,0,synthetic,0,0
2026-06-02 06:20:00,20.9958,23.537,53.429,0,synthetic,1,0
2026-06-02 06:25:00,20.9983,23.68,51.593,0,synthetic,0,0
2026-06-02 06:30:00,20.9936,24.007,52.475,0,synthetic,0,0
2026-06-02 06:35:00,21.0,23.288,51.005,0,synthetic,0,0
2026-06-02 06:40:00,20.9937,23.938,51.811,0,synthetic,0,0
2026-06-02 06:45:00,20.9942,23.65,51.803,0,synthetic,0,0
2026-06-02 06:50:00,20.9977,23.402,52.431,0,synthetic,0,0
2026-06-02 06:55:00,21.0,23.763,51.501,0,synthetic,1,0
2026-06-02 07:00:00,21.0,24.3,51.165,0,synthetic,0,0
2026-06-02 07:05:00,20.9986,24.1,52.434,0,synthetic,0,0
2026-06-02 07:10:00,21.0,24.267,50.818,0,synthetic,0,0
2026-06-02 07:15:00,21.0,24.154,49.482,0,synthetic,0,0
2026-06-02 07:20:00,21.0,24.278,53.435,0,synthetic,1,0
2026-06-02 07:25:00,21.0,24.416,52.911,0,synthetic,0,0
2026-06-02 07:30:00,21.0,24.647,49.564,0,synthetic,0,0
2026-06-02 07:35:00,20.9895,23.941,52.366,0,synthetic,0,0
2026-06-02 07:40:00,21.0,24.783,50.429,0,synthetic,0,0
2026-06-02 07:45:00,20.9915,23.762,51.961,0,synthetic,0,0
2026-06-02 07:50:00,21.0,24.212,51.728,0,synthetic,0,0
2026-06-02 07:55:00,20.9968,24.397,50.983,0,synthetic,0,0
